id,Date,Noise,Original,Prediction,Cross Validation,year
1436,8/8/2013,0.425266667,65.8586,65.8586,1,0
1437,8/9/2013,-0.729533333,64.9214,59.9214,0,0
1438,8/12/2013,-1.2281,66.7657,61.7657,0,0
1439,8/13/2013,-0.820933333,69.9386,64.9386,0,0
1440,8/14/2013,0.127166667,71.2143,71.2143,1,0
1441,8/15/2013,-0.317133333,71.13,71.13,1,0
1442,8/16/2013,-0.353333333,71.7614,71.7614,1,0
1443,8/19/2013,0.223833333,72.5343,72.5343,1,0
1444,8/20/2013,-0.181433333,71.5814,71.5814,1,0
1445,8/21/2013,-0.153333333,71.7657,71.7657,1,0
1446,8/22/2013,0.0776,71.8514,71.8514,1,0
1447,8/23/2013,-0.079966667,71.5743,71.5743,1,0
1448,8/26/2013,0.9214,71.8528,76.8528,2,0
1449,8/27/2013,0.013533333,69.7986,69.7986,1,0
1450,8/28/2013,-0.074166667,70.128,70.128,1,0
1451,8/29/2013,0.1992,70.2428,70.2428,1,0
1452,8/30/2013,-0.3451,69.6023,69.6023,1,0
1453,9/3/2013,-1.004366667,69.7971,64.7971,0,0
1454,9/4/2013,0.0887,71.2416,71.2416,1,0
1455,9/5/2013,-0.291466667,70.7528,70.7528,1,0
1456,9/6/2013,-0.7014,71.1743,66.1743,0,0
1457,9/9/2013,0.547633333,72.31,77.31,2,0
1458,9/10/2013,2.598066667,70.6628,75.6628,2,0
1459,9/11/2013,-0.274766667,66.8157,66.8157,1,0
1460,9/12/2013,0.530433333,67.5271,72.5271,2,0
1461,9/13/2013,0.889566667,66.4143,71.4143,2,0
1462,9/16/2013,-0.1448,64.3028,64.3028,1,0
1463,9/17/2013,-0.82,65.0457,60.0457,0,0
1464,9/18/2013,-0.649533333,66.3828,61.3828,0,0
1465,9/19/2013,-0.038566667,67.4714,67.4714,1,0
1466,9/20/2013,-2.4724,66.7728,61.7728,0,0
1467,9/23/2013,-0.128566667,70.0914,70.0914,1,0
1468,9/24/2013,0.3557,69.8714,69.8714,1,0
1469,9/25/2013,-0.4362,68.79,68.79,1,0
1470,9/26/2013,0.281433333,69.46,69.46,1,0
1471,9/27/2013,0.547633333,68.9643,73.9643,2,0
1472,9/30/2013,-0.6148,68.1071,63.1071,0,0
1473,10/1/2013,0.0348,69.7086,69.7086,1,0
1474,10/2/2013,0.2476,69.9371,69.9371,1,0
1475,10/3/2013,-0.0033,69.0586,69.0586,1,0
1476,10/4/2013,-0.392866667,69.0043,69.0043,1,0
1477,10/7/2013,0.220033333,69.6786,69.6786,1,0
1478,10/8/2013,-0.445166667,68.7057,68.7057,1,0
1479,10/9/2013,-0.370566667,69.5126,69.5126,1,0
1480,10/10/2013,-0.025033333,69.9483,69.9483,1,0
1481,10/11/2013,-0.0117,70.4017,70.4017,1,0
1482,10/14/2013,-0.1955,70.8628,70.8628,1,0
1483,10/15/2013,-0.216366667,71.24,71.24,1,0
1484,10/16/2013,-0.107233333,71.5877,71.5877,1,0
1485,10/17/2013,-0.28,72.0714,72.0714,1,0
1486,10/18/2013,-0.7311,72.6985,67.6985,0,0
1487,10/21/2013,-0.168966667,74.4803,74.4803,1,0
1488,10/22/2013,-0.201166667,74.2668,74.2668,1,0
1489,10/23/2013,-0.332833333,74.9943,74.9943,1,0
1490,10/24/2013,0.311766667,75.9871,75.9871,1,0
1491,10/25/2013,-0.333333333,75.1368,75.1368,1,0
1492,10/28/2013,0.323966667,75.6965,75.6965,1,0
1493,10/29/2013,-0.530966667,73.8111,68.8111,0,0
1494,10/30/2013,0.0995,74.9851,74.9851,1,0
1495,10/31/2013,0.064466667,74.6717,74.6717,1,0
1496,11/1/2013,-0.370933333,74.29,74.29,1,0
1497,11/4/2013,0.1653,75.25,75.25,1,0
1498,11/5/2013,0.277533333,75.0641,75.0641,1,0
1499,11/6/2013,0.465133333,74.4171,74.4171,1,0
1500,11/7/2013,-0.483633333,73.2131,73.2131,1,0
1501,11/8/2013,0.099133333,74.3657,74.3657,1,0
1502,11/11/2013,0.019833333,74.1497,74.1497,1,0
1503,11/12/2013,0.065966667,74.2871,74.2871,1,0
1504,11/13/2013,-0.461966667,74.3763,74.3763,1,0
1505,11/14/2013,0.226133333,75.4514,75.4514,1,0
1506,11/15/2013,0.303033333,74.9987,74.9987,1,0
1507,11/18/2013,-0.062966667,74.0898,74.0898,1,0
1508,11/19/2013,0.2319,74.2214,74.2214,1,0
1509,11/20/2013,-0.416,73.5714,73.5714,1,0
1510,11/21/2013,0.1406,74.448,74.448,1,0
1511,11/22/2013,-0.245733333,74.2571,74.2571,1,0
1512,11/25/2013,-0.4781,74.82,74.82,1,0
1513,11/26/2013,-0.736666667,76.2,71.2,0,0
1514,11/27/2013,-0.649,77.9943,72.9943,0,0
1515,11/29/2013,0.138533333,79.4385,79.4385,1,0
1516,12/2/2013,-1.055333333,78.7471,73.7471,0,0
1517,12/3/2013,0.102066667,80.9031,80.9031,1,0
1518,12/4/2013,-0.5024,80.7143,75.7143,0,0
1519,12/5/2013,0.475833333,81.1287,81.1287,1,0
1520,12/6/2013,-0.347166667,80.0028,80.0028,1,0
1521,12/9/2013,0.1776,80.9185,80.9185,1,0
1522,12/10/2013,0.130433333,80.7928,80.7928,1,0
1523,12/11/2013,0.001833333,80.1943,80.1943,1,0
1524,12/12/2013,0.180933333,80.0771,80.0771,1,0
1525,12/13/2013,-0.174233333,79.2043,79.2043,1,0
1526,12/16/2013,0.199966667,79.6428,79.6428,1,0
1527,12/17/2013,0.4529,79.2843,79.2843,1,0
1528,12/18/2013,0.360933333,78.6814,78.6814,1,0
1529,12/19/2013,-0.2633,77.78,77.78,1,0
1530,12/20/2013,-1.907133333,78.4314,73.4314,0,0
1531,12/23/2013,0.124766667,81.4414,81.4414,1,0
1532,12/24/2013,0.159066667,81.0957,81.0957,1,0
1533,12/26/2013,0.185233333,80.5571,80.5571,1,0
1534,12/27/2013,0.390466667,80.0128,80.0128,1,0
1535,12/30/2013,-0.292866667,79.2171,79.2171,1,0
1536,12/31/2013,0.630033333,80.1457,85.1457,2,0
1537,1/2/2014,0.5914,79.0185,84.0185,2,2014
1538,1/3/2014,0.0276,77.2828,77.2828,1,0
1539,1/6/2014,0.1668,77.7043,77.7043,1,0
1540,1/7/2014,-0.1045,77.1482,77.1482,1,0
1541,1/8/2014,0.171466667,77.6371,77.6371,1,0
1542,1/9/2014,0.012733333,76.6455,76.6455,1,0
1543,1/10/2014,0.011466667,76.1343,76.1343,1,0
1544,1/13/2014,-0.6262,76.5328,71.5328,0,0
1545,1/14/2014,-0.8619,78.0557,73.0557,0,0
1546,1/15/2014,0.265233333,79.6228,79.6228,1,0
1547,1/16/2014,0.778566667,79.1785,84.1785,2,0
1548,1/17/2014,-0.415266667,77.2385,77.2385,1,0
1549,1/21/2014,-0.204066667,78.4385,78.4385,1,0
1550,1/22/2014,-0.147633333,78.7871,78.7871,1,0
1551,1/23/2014,0.585266667,79.4543,84.4543,2,0
1552,1/24/2014,-0.4014,78.01,78.01,1,0
1553,1/27/2014,4.082833333,78.6428,83.6428,2,0
1554,1/28/2014,0.395233333,72.3571,72.3571,1,0
1555,1/29/2014,-0.039133333,71.5357,71.5357,1,0
1556,1/30/2014,0.180166667,71.3974,71.3974,1,0
1557,1/31/2014,-0.139966667,71.5143,71.5143,1,0
1558,2/3/2014,-0.551466667,71.6471,66.6471,0,0
1559,2/4/2014,-0.074733333,72.6843,72.6843,1,0
1560,2/5/2014,0.124266667,73.2271,73.2271,1,0
1561,2/6/2014,-0.7638,73.2157,68.2157,0,0
1562,2/7/2014,-0.394766667,74.24,74.24,1,0
1563,2/10/2014,-0.409033333,75.57,75.57,1,0
1564,2/11/2014,-0.045233333,76.5657,76.5657,1,0
1565,2/12/2014,-0.345233333,76.56,76.56,1,0
1566,2/13/2014,0.1143,77.7757,77.7757,1,0
1567,2/14/2014,-0.190966667,77.7128,77.7128,1,0
1568,2/18/2014,0.4695,77.9985,77.9985,1,0
1569,2/19/2014,0.504766667,76.7671,81.7671,2,0
1570,2/20/2014,0.202666667,75.8785,75.8785,1,0
1571,2/21/2014,-0.009533333,75.0357,75.0357,1,0
1572,2/24/2014,0.1743,75.3643,75.3643,1,0
1573,2/25/2014,0.1505,74.58,74.58,1,0
1574,2/26/2014,-0.481433333,73.9071,73.9071,1,0
1575,2/27/2014,0.000966667,75.3814,75.3814,1,0
1576,2/28/2014,0.061866667,75.1771,75.1771,1,0
1577,3/3/2014,-0.319966667,75.3943,75.3943,1,0
1578,3/4/2014,-0.0381,75.8914,75.8914,1,0
1579,3/5/2014,0.0562,76.0514,76.0514,1,0
1580,3/6/2014,-0.001433333,75.8214,75.8214,1,0
1581,3/7/2014,0.076166667,75.7771,75.7771,1,0
1582,3/10/2014,-0.4619,75.8457,75.8457,1,0
1583,3/11/2014,0.050533333,76.5843,76.5843,1,0
1584,3/12/2014,0.244266667,76.6585,76.6585,1,0
1585,3/13/2014,0.372366667,75.8071,75.8071,1,0
1586,3/14/2014,-0.240933333,74.9557,74.9557,1,0
1587,3/17/2014,-0.181933333,75.2485,75.2485,1,0
1588,3/18/2014,-0.034266667,75.9143,75.9143,1,0
1589,3/19/2014,0.1872,75.8943,75.8943,1,0
1590,3/20/2014,-0.352433333,75.5285,75.5285,1,0
1591,3/21/2014,-0.5652,76.1243,71.1243,0,0
1592,3/24/2014,-0.3862,77.0271,77.0271,1,0
1593,3/25/2014,0.175233333,77.8557,77.8557,1,0
1594,3/26/2014,0.099266667,77.1114,77.1114,1,0
1595,3/27/2014,-0.012366667,76.78,76.78,1,0
1596,3/28/2014,-0.1071,76.6943,76.6943,1,0
1597,3/31/2014,-0.282366667,76.6771,76.6771,1,0
1598,4/1/2014,-0.077633333,77.3785,77.3785,1,0
1599,4/2/2014,0.234266667,77.5071,77.5071,1,0
1600,4/3/2014,0.283333333,76.97,76.97,1,0
1601,4/4/2014,0.5786,75.9743,80.9743,2,0
1602,4/7/2014,-0.080466667,74.7814,74.7814,1,0
1603,4/8/2014,-0.289533333,74.7771,74.7771,1,0
1604,4/9/2014,0.3086,75.76,75.76,1,0
1605,4/10/2014,0.3976,74.7828,74.7828,1,0
1606,4/11/2014,-0.2076,74.23,74.23,1,0
1607,4/14/2014,0.2443,74.5257,74.5257,1,0
1608,4/15/2014,-0.054333333,73.9942,73.9942,1,0
1609,4/16/2014,-0.3295,74.1443,74.1443,1,0
1610,4/17/2014,-0.3157,74.9914,74.9914,1,0
1611,4/21/2014,0.111,75.8814,75.8814,1,0
1612,4/22/2014,0.456566667,75.957,75.957,1,0
1613,4/23/2014,-4.118066667,74.9643,69.9643,0,0
1614,4/24/2014,-0.044266667,81.11,81.11,1,0
1615,4/25/2014,-1.0957,81.7057,76.7057,0,0
1616,4/28/2014,0.1005,84.87,84.87,1,0
1617,4/29/2014,0.0919,84.6185,84.6185,1,0
1618,4/30/2014,-0.157166667,84.2985,84.2985,1,0
1619,5/1/2014,-0.093366667,84.4971,84.4971,1,0
1620,5/2/2014,-0.282833333,84.6543,84.6543,1,0
1621,5/5/2014,0.2719,85.8514,85.8514,1,0
1622,5/6/2014,0.059066667,84.9157,84.9157,1,0
1623,5/7/2014,0.400933333,84.6185,84.6185,1,0
1624,5/8/2014,0.2808,83.9985,83.9985,1,0
1625,5/9/2014,-0.439766667,83.6489,83.6489,1,0
1626,5/12/2014,-0.004733333,84.69,84.69,1,0
1627,5/13/2014,0.0581,84.8228,84.8228,1,0
1628,5/14/2014,0.200933333,84.8385,84.8385,1,0
1629,5/15/2014,-0.404766667,84.1171,84.1171,1,0
1630,5/16/2014,-0.353366667,85.3585,85.3585,1,0
1631,5/19/2014,-0.001866667,86.37,86.37,1,0
1632,5/20/2014,-0.0343,86.3871,86.3871,1,0
1633,5/21/2014,-0.0595,86.6157,86.6157,1,0
1634,5/22/2014,-0.325733333,86.7528,86.7528,1,0
1635,5/23/2014,-0.630966667,87.7328,82.7328,0,0
1636,5/27/2014,0.058566667,89.3757,89.3757,1,0
1637,5/28/2014,-0.724233333,89.1443,84.1443,0,0
1638,5/29/2014,-0.0105,90.7685,90.7685,1,0
1639,5/30/2014,0.1614,90.4285,90.4285,1,0
1640,6/2/2014,-0.4143,89.8071,89.8071,1,0
1641,6/3/2014,-0.3419,91.0771,91.0771,1,0
1642,6/4/2014,-0.1862,92.1171,92.1171,1,0
1643,6/5/2014,-0.0367,92.4785,92.4785,1,0
1644,6/6/2014,-0.650466667,92.2243,87.2243,0,0
1645,6/9/2014,-0.526666667,93.7,88.7,0,0
1646,6/10/2014,0.17,94.25,94.25,1,0
1647,6/11/2014,0.463333333,93.86,93.86,1,0
1648,6/12/2014,0.366666667,92.29,92.29,1,0
1649,6/13/2014,-0.383333333,91.28,91.28,1,0
1650,6/16/2014,0.003333333,92.2,92.2,1,0
1651,6/17/2014,-0.096666667,92.08,92.08,1,0
1652,6/18/2014,0.07,92.18,92.18,1,0
1653,6/19/2014,0.32,91.86,91.86,1,0
1654,6/20/2014,-0.11,90.91,90.91,1,0
1655,6/23/2014,0.21,90.83,90.83,1,0
1656,6/24/2014,-0.003333333,90.28,90.28,1,0
1657,6/25/2014,-0.183333333,90.36,90.36,1,0
1658,6/26/2014,-0.333333333,90.9,90.9,1,0
1659,6/27/2014,-0.356666667,91.98,91.98,1,0
1660,6/30/2014,-0.393333333,92.93,92.93,1,0
1661,7/1/2014,-0.101666667,93.52,93.52,1,0
1662,7/2/2014,-0.246666667,93.48,93.48,1,0
1663,7/3/2014,-0.682666667,94.03,89.03,0,0
1664,7/7/2014,0.105333333,95.968,95.968,1,0
1665,7/8/2014,-0.043333333,95.35,95.35,1,0
1666,7/9/2014,0.661666667,95.39,100.39,2,0
1667,7/10/2014,-0.17,95.035,95.035,1,0
1668,7/11/2014,-0.623333333,95.22,90.22,0,0
1669,7/14/2014,0.26,96.45,96.45,1,0
1670,7/15/2014,-0.37,95.32,95.32,1,0
1671,7/16/2014,0.480033333,94.78,94.78,1,0
1672,7/17/2014,-0.6234,93.0899,88.0899,0,0
1673,7/18/2014,-0.023,94.43,94.43,1,0
1674,7/21/2014,-0.507333333,93.939,88.939,0,0
1675,7/22/2014,-1.056666667,94.72,89.72,0,0
1676,7/23/2014,0.105,97.19,97.19,1,0
1677,7/24/2014,-0.153666667,97.03,97.03,1,0
1678,7/25/2014,-0.499333333,97.671,97.671,1,0
1679,7/28/2014,0.11,99.02,99.02,1,0
1680,7/29/2014,0.056666667,98.38,98.38,1,0
1681,7/30/2014,1.18,98.15,103.15,2,0
1682,7/31/2014,0.056666667,95.6,95.6,1,0
1683,8/1/2014,0.1,96.13,96.13,1,0
1684,8/4/2014,0.233333333,95.59,95.59,1,0
1685,8/5/2014,0.176666667,95.12,95.12,1,0
1686,8/6/2014,0.17,94.96,94.96,1,0
1687,8/7/2014,-0.013333333,94.48,94.48,1,0
1688,8/8/2014,-0.593333333,94.74,89.74,0,0
1689,8/11/2014,-0.01,95.99,95.99,1,0
1690,8/12/2014,-0.483333333,95.97,95.97,1,0
1691,8/13/2014,-0.116666667,97.24,97.24,1,0
1692,8/14/2014,-0.293333333,97.5,97.5,1,0
1693,8/15/2014,-0.563333333,97.98,92.98,0,0
1694,8/18/2014,-0.54,99.16,94.16,0,0
1695,8/19/2014,0.016666667,100.53,100.53,1,0
1696,8/20/2014,-0.003333333,100.57,100.57,1,0
1697,8/21/2014,-0.15,100.58,100.58,1,0
1698,8/22/2014,-0.23,101.32,101.32,1,0
1699,8/25/2014,0.257,101.54,101.54,1,0
1700,8/26/2014,-0.457333333,100.889,100.889,1,0
1701,8/27/2014,0.14,102.13,102.13,1,0
1702,8/28/2014,-0.286666667,102.25,102.25,1,0
1703,8/29/2014,-0.453333333,102.5,102.5,1,0
1704,9/2/2014,1.52,103.3,108.3,2,0
1705,9/3/2014,0.303333333,98.94,98.94,1,0
1706,9/4/2014,-0.51,98.12,93.12,0,0
1707,9/5/2014,0.093333333,98.97,98.97,1,0
1708,9/8/2014,-0.116666667,98.36,98.36,1,0
1709,9/9/2014,-1.01,97.99,92.99,0,0
1710,9/10/2014,0.053333333,101,101,1,0
1711,9/11/2014,-0.003333333,101.43,101.43,1,0
1712,9/12/2014,-0.373333333,101.66,101.66,1,0
1713,9/15/2014,0.866666667,101.63,106.63,2,0
1714,9/16/2014,-0.376666667,100.86,100.86,1,0
1715,9/17/2014,-0.186666667,101.58,101.58,1,0
1716,9/18/2014,0.11,101.79,101.79,1,0
1717,9/19/2014,-0.313333333,100.96,100.96,1,0
1718,9/22/2014,-0.373333333,101.06,101.06,1,0
1719,9/23/2014,0.456666667,102.64,102.64,1,0
1720,9/24/2014,1.706666667,101.75,106.75,2,0
1721,9/25/2014,-1.18,97.87,92.87,0,0
1722,9/26/2014,0.913333333,100.75,105.75,2,0
1723,9/29/2014,-0.446666667,100.11,100.11,1,0
1724,9/30/2014,0.576666667,100.75,105.75,2,0
1725,10/1/2014,-0.27,99.18,99.18,1,0
1726,10/2/2014,0.246666667,99.9,99.9,1,0
1727,10/3/2014,-0.11,99.62,99.62,1,0
1728,10/6/2014,0.353333333,99.62,99.62,1,0
1729,10/7/2014,-0.686666667,98.75,93.75,0,0
1730,10/8/2014,-0.32,100.8,100.8,1,0
1731,10/9/2014,0.206666667,101.02,101.02,1,0
1732,10/10/2014,0.106666667,100.73,100.73,1,0
1733,10/13/2014,0.16,99.81,99.81,1,0
1734,10/14/2014,0.663333333,98.75,103.75,2,0
1735,10/15/2014,1.09,97.54,102.54,2,0
1736,10/16/2014,-0.883333333,96.26,91.26,0,0
1737,10/17/2014,-0.911666667,97.67,92.67,0,0
1738,10/20/2014,-1.99,99.76,94.76,0,0
1739,10/21/2014,-0.296666667,102.47,102.47,1,0
1740,10/22/2014,-0.976666667,102.99,97.99,0,0
1741,10/23/2014,-0.246666667,104.83,104.83,1,0
1742,10/24/2014,0.16,105.22,105.22,1,0
1743,10/27/2014,-0.64,105.11,100.11,0,0
1744,10/28/2014,-0.17,106.74,106.74,1,0
1745,10/29/2014,0.247,107.34,107.34,1,0
1746,10/30/2014,-0.683333333,106.98,101.98,0,0
1747,10/31/2014,-0.54,108,103,0,0
1748,11/3/2014,0.28,109.4,109.4,1,0
1749,11/4/2014,-0.253333333,108.6,108.6,1,0
1750,11/5/2014,0.14,108.86,108.86,1,0
1751,11/6/2014,-0.12,108.7,108.7,1,0
1752,11/7/2014,0.056666667,109.01,109.01,1,0
1753,11/10/2014,-0.246666667,108.83,108.83,1,0
1754,11/11/2014,-0.41,109.7,109.7,1,0
1755,11/12/2014,-0.706666667,111.25,106.25,0,0
1756,11/13/2014,-0.563333333,112.82,107.82,0,0
1757,11/14/2014,0.033333333,114.18,114.18,1,0
1758,11/17/2014,-0.476666667,113.99,113.99,1,0
1759,11/18/2014,0.276666667,115.47,115.47,1,0
1760,11/19/2014,-0.626666667,114.67,109.67,0,0
1761,11/20/2014,-0.453333333,116.31,116.31,1,0
1762,11/21/2014,-0.845,116.47,111.47,0,0
1763,11/24/2014,0.193333333,118.625,118.625,1,0
1764,11/25/2014,-0.58,117.6,112.6,0,0
1765,11/26/2014,-0.066666667,119,119,1,0
1766,11/28/2014,1.326666667,118.93,123.93,2,0
1767,12/1/2014,0.67,115.07,120.07,2,0
1768,12/2/2014,-0.806666667,114.63,109.63,0,0
1769,12/3/2014,0.2,115.93,115.93,1,0
1770,12/4/2014,-0.003333333,115.49,115.49,1,0
1771,12/5/2014,1.166666667,115,120,2,0
1772,12/8/2014,0.163333333,112.4,112.4,1,0
1773,12/9/2014,0.626666667,114.12,119.12,2,0
1774,12/10/2014,0.006666667,111.95,111.95,1,0
1775,12/11/2014,1.016666667,111.62,116.62,2,0
1776,12/12/2014,0.178333333,109.73,109.73,1,0
1777,12/15/2014,1.111666667,108.225,113.225,2,0
1778,12/16/2014,-1.013333333,106.745,101.745,0,0
1779,12/17/2014,-1.9,109.41,104.41,0,0
1780,12/18/2014,0.42,112.65,112.65,1,0
1781,12/19/2014,-0.513333333,111.78,106.78,0,0
1782,12/22/2014,0.036666667,112.94,112.94,1,0
1783,12/23/2014,0.163333333,112.54,112.54,1,0
1784,12/24/2014,-0.69,112.01,107.01,0,0
1785,12/26/2014,0.093333333,113.99,113.99,1,0
1786,12/29/2014,0.553333333,113.91,118.91,2,0
1787,12/30/2014,0.613333333,112.52,117.52,2,0
1788,12/31/2014,0.013333333,110.38,110.38,1,0
1789,1/2/2015,1.373333333,109.33,114.33,2,2015
1790,1/5/2015,-0.1,106.25,106.25,1,0
1791,1/6/2015,-0.81,106.26,101.26,0,0
1792,1/7/2015,-1.873333333,107.75,102.75,0,0
1793,1/8/2015,-0.3,111.89,111.89,1,0
1794,1/9/2015,0.723333333,112.01,117.01,2,0
1795,1/12/2015,-1.05,109.25,104.25,0,0
1796,1/13/2015,0.533333333,110.22,115.22,2,0
1797,1/14/2015,0.926666667,109.8,114.8,2,0
1798,1/15/2015,0.206666667,106.82,106.82,1,0
1799,1/16/2015,-1.526666667,105.99,100.99,0,0
1800,1/20/2015,-0.353333333,108.72,108.72,1,0
1801,1/21/2015,-1.186666667,109.55,104.55,0,0
1802,1/22/2015,-0.16,112.4,112.4,1,0
1803,1/23/2015,-0.293333333,112.98,112.98,1,0
1804,1/26/2015,1.546666667,113.1,118.1,2,0
1805,1/27/2015,-4.885,109.14,104.14,0,0
1806,1/28/2015,-1.533333333,115.31,110.31,0,0
1807,1/29/2015,0.746666667,118.9,123.9,2,0
1808,1/30/2015,-0.786666667,117.16,112.16,0,0
1809,2/2/2015,0.036666667,118.63,118.63,1,0
1810,2/3/2015,-0.253333333,118.65,118.65,1,0
1811,2/4/2015,-0.28,119.56,119.56,1,0
1812,2/5/2015,0.31,119.94,119.94,1,0
1813,2/6/2015,-0.136666667,118.93,118.93,1,0
1814,2/9/2015,-0.916666667,119.72,114.72,0,0
1815,2/10/2015,-1.203333333,122.02,117.02,0,0
1816,2/11/2015,-0.92,124.88,119.88,0,0
1817,2/12/2015,-0.48,126.46,126.46,1,0
1818,2/13/2015,-0.386666667,127.08,127.08,1,0
1819,2/17/2015,-0.226666667,127.83,127.83,1,0
1820,2/18/2015,0.166666667,128.715,128.715,1,0
1821,2/19/2015,-0.405,128.45,128.45,1,0
1822,2/20/2015,-1.343333333,129.495,124.495,0,0
1823,2/23/2015,0.296666667,133,133,1,0
1824,2/24/2015,1.33,132.17,137.17,2,0
1825,2/25/2015,-0.54,128.79,123.79,0,0
1826,2/26/2015,0.79,130.415,135.415,2,0
1827,2/27/2015,-0.473333333,128.46,128.46,1,0
1828,3/2/2015,-0.046666667,129.09,129.09,1,0
1829,3/3/2015,0.36,129.36,129.36,1,0
1830,3/4/2015,0.696666667,128.54,133.54,2,0
1831,3/5/2015,-0.726666667,126.41,121.41,0,0
1832,3/6/2015,-0.633333333,126.6,121.6,0,0
1833,3/9/2015,1.12,127.14,132.14,2,0
1834,3/10/2015,0.676666667,124.51,129.51,2,0
1835,3/11/2015,-0.76,122.24,117.24,0,0
1836,3/12/2015,0.303333333,124.45,124.45,1,0
1837,3/13/2015,-0.55,123.59,118.59,0,0
1838,3/16/2015,-1.013333333,124.95,119.95,0,0
1839,3/17/2015,-0.463333333,127.04,127.04,1,0
1840,3/18/2015,0.231666667,128.47,128.47,1,0
1841,3/19/2015,0.28,127.495,127.495,1,0
1842,3/20/2015,-0.843333333,125.9,120.9,0,0
1843,3/23/2015,0.166666667,127.21,127.21,1,0
1844,3/24/2015,1.153333333,126.69,131.69,2,0
1845,3/25/2015,-0.08,123.38,123.38,1,0
1846,3/26/2015,0.22,124.24,124.24,1,0
1847,3/27/2015,-1.306666667,123.25,118.25,0,0
1848,3/30/2015,0.74,126.37,131.37,2,0
1849,3/31/2015,-0.07,124.43,124.43,1,0
1850,4/1/2015,-0.616666667,124.25,119.25,0,0
1851,4/2/2015,-0.393333333,125.32,125.32,1,0
1852,4/6/2015,0.35,127.35,127.35,1,0
1853,4/7/2015,0.19,126.01,126.01,1,0
1854,4/8/2015,-0.403333333,125.6,125.6,1,0
1855,4/9/2015,0.023333333,126.56,126.56,1,0
1856,4/10/2015,-0.34,127.1,127.1,1,0
1857,4/13/2015,0.133333333,126.85,126.85,1,0
1858,4/14/2015,-0.196666667,126.3,126.3,1,0
1859,4/15/2015,0.37,126.78,126.78,1,0
1860,4/16/2015,0.68,126.17,131.17,2,0
1861,4/17/2015,-1.223333333,124.75,119.75,0,0
1862,4/20/2015,0.063333333,127.6,127.6,1,0
1863,4/21/2015,-0.596666667,126.91,121.91,0,0
1864,4/22/2015,-0.243333333,128.62,128.62,1,0
1865,4/23/2015,-0.476666667,129.67,129.67,1,0
1866,4/24/2015,-1.466666667,130.28,125.28,0,0
1867,4/27/2015,0.095,132.65,132.65,1,0
1868,4/28/2015,0.773333333,130.56,135.56,2,0
1869,4/29/2015,1.543333333,128.64,133.64,2,0
1870,4/30/2015,-1.583333333,125.15,120.15,0,0
1871,5/1/2015,-0.1,128.95,128.95,1,0
1872,5/4/2015,1.15,128.7,133.7,2,0
1873,5/5/2015,0.01,125.8,125.8,1,0
1874,5/6/2015,-0.003333333,125.01,125.01,1,0
1875,5/7/2015,-1.26,125.26,120.26,0,0
1876,5/8/2015,0.51,127.62,132.62,2,0
1877,5/11/2015,0.391666667,126.32,126.32,1,0
1878,5/12/2015,-0.143333333,125.865,125.865,1,0
1879,5/13/2015,-1.446666667,126.01,121.01,0,0
1880,5/14/2015,0.02,128.95,128.95,1,0
1881,5/15/2015,-0.343333333,128.77,128.77,1,0
1882,5/18/2015,-0.126666667,130.19,130.19,1,0
1883,5/19/2015,0.026666667,130.07,130.07,1,0
1884,5/20/2015,-0.446666667,130.06,130.06,1,0
1885,5/21/2015,-0.453333333,131.39,131.39,1,0
1886,5/22/2015,0.953333333,132.54,137.54,2,0
1887,5/26/2015,-1.048333333,129.62,124.62,0,0
1888,5/27/2015,0.15,132.045,132.045,1,0
1889,5/28/2015,0.683333333,131.78,136.78,2,0
1890,5/29/2015,-0.391666667,130.28,130.28,1,0
1891,6/1/2015,0.416666667,130.535,130.535,1,0
1892,6/2/2015,-0.286666667,129.96,129.96,1,0
1893,6/3/2015,0.433333333,130.12,130.12,1,0
1894,6/4/2015,0.19,129.36,129.36,1,0
1895,6/5/2015,0.2,128.65,128.65,1,0
1896,6/8/2015,0.493333333,127.8,127.8,1,0
1897,6/9/2015,-0.653333333,127.42,122.42,0,0
1898,6/10/2015,-0.003333333,128.88,128.88,1,0
1899,6/11/2015,0.608333333,128.59,133.59,2,0
1900,6/12/2015,0.44,127.17,127.17,1,0
1901,6/15/2015,-0.263333333,126.92,126.92,1,0
1902,6/16/2015,0.06,127.6,127.6,1,0
1903,6/17/2015,-0.17,127.3,127.3,1,0
1904,6/18/2015,0.483333333,127.88,127.88,1,0
1905,6/19/2015,-0.633333333,126.6,121.6,0,0
1906,6/22/2015,0.236666667,127.61,127.61,1,0
1907,6/23/2015,-0.42,127.03,127.03,1,0
1908,6/24/2015,-0.046666667,128.11,128.11,1,0
1909,6/25/2015,0.193333333,127.5,127.5,1,0
1910,6/26/2015,1.17,126.75,131.75,2,0
1911,6/29/2015,-0.645,124.53,119.53,0,0
1912,6/30/2015,-0.883333333,125.425,120.425,0,0
1913,7/1/2015,0.11,126.6,126.6,1,0
1914,7/2/2015,0.646666667,126.44,131.44,2,0
1915,7/6/2015,0.14,126,126,1,0
1916,7/7/2015,1.443333333,125.69,130.69,2,0
1917,7/8/2015,0.406666667,122.57,122.57,1,0
1918,7/9/2015,-1.693333333,120.07,115.07,0,0
1919,7/10/2015,-1.376666667,123.28,118.28,0,0
1920,7/13/2015,-0.11,125.66,125.66,1,0
1921,7/14/2015,-0.44,125.61,125.61,1,0
